temporada,anio,segmento,Tipo_viajero,duracion_dias,mes_inicio,es_evento_ciudad,es_semana_santa,es_navidad,es_puente,personas
Aguinaldo Boyacense,2021,precio-calidad,Pareja,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,precio-calidad,Pareja,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,precio-calidad,Pareja,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,precio-calidad,Pareja,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,precio-calidad,Pareja,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,precio-calidad,Pareja,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,precio-calidad,Pareja,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,precio-calidad,Pareja,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,precio-calidad,Pareja,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,precio-calidad,Pareja,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,precio-calidad,Pareja,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,precio-calidad,Pareja,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,precio-calidad,Pareja,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,precio-calidad,Pareja,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,precio-calidad,Pareja,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,precio-calidad,Pareja,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,precio-calidad,Pareja,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,precio-calidad,Pareja,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,precio-calidad,Pareja,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,precio-calidad,Solo,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,precio-calidad,Solo,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,precio-calidad,Solo,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,precio-calidad,Solo,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,precio-calidad,Solo,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,precio-calidad,Solo,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,precio-calidad,Solo,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,precio-calidad,Solo,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,precio-calidad,Solo,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,precio-calidad,Solo,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,precio-calidad,Solo,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,precio-calidad,Solo,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,precio-calidad,Solo,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,precio-calidad,Solo,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,precio-calidad,Solo,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,precio-calidad,Solo,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,precio-calidad,Solo,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,precio-calidad,Solo,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,precio-calidad,Solo,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,precio-calidad,Solo,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,precio-calidad,Solo,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,precio-calidad,Solo,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,precio-calidad,Solo,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,precio-calidad,Solo,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,precio-calidad,Solo,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,precio-calidad,Solo,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,precio-calidad,Solo,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,precio-calidad,Solo,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,precio-calidad,Solo,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,precio-calidad,Solo,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,precio-calidad,Solo,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,precio-calidad,Solo,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,precio-calidad,Solo,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,precio-calidad,Solo,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,precio-calidad,Solo,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,precio-calidad,Solo,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,precio-calidad,Solo,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,precio-calidad,Solo,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,precio-calidad,Solo,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,precio-calidad,Solo,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,precio-calidad,Solo,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,precio-calidad,Solo,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,precio-calidad,Solo,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,precio-calidad,Solo,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,precio-calidad,Solo,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,precio-calidad,Solo,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,precio-calidad,Solo,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,precio-calidad,Solo,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,precio-calidad,Solo,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,precio-calidad,Solo,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,precio-calidad,Solo,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,precio-calidad,Solo,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,precio-calidad,Solo,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,precio-calidad,Solo,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,precio-calidad,Solo,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,precio-calidad,Solo,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,precio-calidad,Solo,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,precio-calidad,Solo,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,precio-calidad,Solo,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,precio-calidad,Solo,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,precio-calidad,Solo,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,precio-calidad,Solo,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,precio-calidad,Solo,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,precio-calidad,Solo,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,precio-calidad,Solo,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,precio-calidad,Solo,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,precio-calidad,Solo,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,precio-calidad,Solo,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,precio-calidad,Solo,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,precio-calidad,Solo,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,precio-calidad,Solo,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,precio-calidad,Solo,7,12,1,0,0,0,2
Aguinaldo Boyacense,2021,premium,Familia,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,premium,Familia,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,premium,Familia,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,premium,Familia,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,premium,Familia,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,premium,Familia,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,premium,Familia,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,premium,Familia,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,premium,Familia,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,premium,Familia,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,premium,Familia,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,premium,Familia,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,premium,Familia,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,premium,Familia,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,premium,Familia,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,premium,Familia,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,premium,Familia,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,premium,Familia,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,premium,Familia,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,premium,Familia,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,premium,Familia,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,premium,Familia,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,premium,Familia,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,premium,Familia,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,premium,Familia,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,premium,Familia,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,premium,Familia,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,premium,Familia,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,premium,Familia,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,premium,Familia,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,premium,Familia,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,premium,Familia,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,premium,Familia,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,premium,Familia,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,premium,Familia,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,premium,Familia,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,premium,Familia,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,premium,Familia,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,premium,Familia,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,premium,Familia,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,premium,Familia,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,premium,Familia,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,premium,Familia,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,premium,Familia,7,12,1,0,0,0,5
Aguinaldo Boyacense,2021,premium,Grupo,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,premium,Grupo,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,premium,Grupo,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,premium,Grupo,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,premium,Grupo,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,premium,Grupo,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,premium,Grupo,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,premium,Grupo,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,premium,Grupo,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,premium,Grupo,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,premium,Grupo,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,premium,Grupo,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,premium,Grupo,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,premium,Grupo,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,premium,Grupo,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,premium,Grupo,7,12,1,0,0,0,8
Aguinaldo Boyacense,2021,premium,Pareja,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,premium,Pareja,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,premium,Pareja,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,premium,Pareja,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,premium,Pareja,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,premium,Pareja,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,premium,Pareja,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,premium,Pareja,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,premium,Pareja,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,premium,Pareja,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,premium,Pareja,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,premium,Pareja,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,premium,Pareja,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,premium,Pareja,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,premium,Pareja,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,premium,Pareja,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,premium,Pareja,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,premium,Pareja,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,premium,Pareja,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,premium,Pareja,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,premium,Pareja,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,premium,Pareja,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,premium,Pareja,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,premium,Pareja,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,premium,Pareja,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,premium,Pareja,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,premium,Pareja,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,premium,Pareja,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,premium,Pareja,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,premium,Pareja,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,premium,Pareja,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,premium,Pareja,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,premium,Pareja,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,premium,Pareja,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,premium,Pareja,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,premium,Pareja,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,premium,Pareja,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,premium,Pareja,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,premium,Pareja,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,premium,Pareja,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,premium,Pareja,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,premium,Pareja,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,premium,Pareja,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,premium,Pareja,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,premium,Pareja,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,premium,Pareja,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,premium,Pareja,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,premium,Pareja,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,premium,Pareja,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,premium,Pareja,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,premium,Pareja,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,premium,Pareja,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,premium,Pareja,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,premium,Pareja,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,premium,Pareja,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,premium,Pareja,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,premium,Pareja,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,premium,Pareja,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,premium,Pareja,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,premium,Pareja,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,premium,Pareja,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,premium,Pareja,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,premium,Pareja,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,premium,Pareja,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,premium,Pareja,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,premium,Pareja,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,premium,Pareja,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,premium,Pareja,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,premium,Pareja,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,premium,Pareja,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,premium,Pareja,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,premium,Pareja,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,premium,Pareja,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,premium,Pareja,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,premium,Pareja,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,premium,Pareja,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,premium,Pareja,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,premium,Pareja,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,premium,Pareja,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,premium,Pareja,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,premium,Pareja,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,premium,Pareja,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,premium,Pareja,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,premium,Pareja,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,premium,Pareja,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,premium,Pareja,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,premium,Pareja,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,premium,Pareja,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,premium,Pareja,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,premium,Pareja,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,premium,Pareja,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,premium,Pareja,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,premium,Pareja,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,premium,Pareja,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,premium,Pareja,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,premium,Pareja,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,premium,Pareja,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,premium,Pareja,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,premium,Pareja,7,12,1,0,0,0,9
Aguinaldo Boyacense,2021,premium,Solo,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,premium,Solo,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,premium,Solo,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,premium,Solo,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,premium,Solo,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,premium,Solo,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,premium,Solo,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,premium,Solo,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,premium,Solo,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,premium,Solo,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,premium,Solo,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,premium,Solo,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,premium,Solo,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,premium,Solo,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,premium,Solo,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,premium,Solo,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,premium,Solo,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,premium,Solo,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,premium,Solo,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,premium,Solo,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,premium,Solo,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,premium,Solo,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,premium,Solo,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,premium,Solo,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,premium,Solo,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,premium,Solo,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,premium,Solo,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,premium,Solo,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,premium,Solo,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,premium,Solo,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,premium,Solo,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,premium,Solo,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,premium,Solo,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,premium,Solo,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,premium,Solo,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,premium,Solo,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,premium,Solo,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,premium,Solo,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,premium,Solo,7,12,1,0,0,0,10
Aguinaldo Boyacense,2021,premium,Solo,7,12,1,0,0,0,5
Año Nuevo,2021,económico,Familia,2,1,0,0,0,0,10
Año Nuevo,2021,económico,Familia,2,1,0,0,0,0,10
Año Nuevo,2021,económico,Familia,2,1,0,0,0,0,10
Año Nuevo,2021,económico,Familia,2,1,0,0,0,0,10
Año Nuevo,2021,económico,Familia,2,1,0,0,0,0,10
Año Nuevo,2021,económico,Familia,2,1,0,0,0,0,10
Año Nuevo,2021,económico,Familia,2,1,0,0,0,0,10
Año Nuevo,2021,económico,Familia,2,1,0,0,0,0,10
Año Nuevo,2021,económico,Familia,2,1,0,0,0,0,10
Año Nuevo,2021,económico,Familia,2,1,0,0,0,0,10
Año Nuevo,2021,económico,Familia,2,1,0,0,0,0,10
Año Nuevo,2021,económico,Familia,2,1,0,0,0,0,10
Año Nuevo,2021,económico,Familia,2,1,0,0,0,0,10
Año Nuevo,2021,económico,Familia,2,1,0,0,0,0,10
Año Nuevo,2021,económico,Familia,2,1,0,0,0,0,10
Año Nuevo,2021,económico,Familia,2,1,0,0,0,0,10
Año Nuevo,2021,económico,Familia,2,1,0,0,0,0,10
Año Nuevo,2021,económico,Familia,2,1,0,0,0,0,10
Año Nuevo,2021,económico,Familia,2,1,0,0,0,0,10
Año Nuevo,2021,económico,Familia,2,1,0,0,0,0,10
Año Nuevo,2021,económico,Familia,2,1,0,0,0,0,10
Año Nuevo,2021,económico,Familia,2,1,0,0,0,0,10
Año Nuevo,2021,económico,Familia,2,1,0,0,0,0,4
Año Nuevo,2021,económico,Grupo,2,1,0,0,0,0,10
Año Nuevo,2021,económico,Grupo,2,1,0,0,0,0,10
Año Nuevo,2021,económico,Grupo,2,1,0,0,0,0,10
Año Nuevo,2021,económico,Grupo,2,1,0,0,0,0,10
Año Nuevo,2021,económico,Grupo,2,1,0,0,0,0,10
Año Nuevo,2021,económico,Grupo,2,1,0,0,0,0,10
Año Nuevo,2021,económico,Grupo,2,1,0,0,0,0,10
Año Nuevo,2021,económico,Grupo,2,1,0,0,0,0,5
Año Nuevo,2021,económico,Pareja,2,1,0,0,0,0,10
Año Nuevo,2021,económico,Pareja,2,1,0,0,0,0,10
Año Nuevo,2021,económico,Pareja,2,1,0,0,0,0,10
Año Nuevo,2021,económico,Pareja,2,1,0,0,0,0,10
Año Nuevo,2021,económico,Pareja,2,1,0,0,0,0,10
Año Nuevo,2021,económico,Pareja,2,1,0,0,0,0,10
Año Nuevo,2021,económico,Pareja,2,1,0,0,0,0,10
Año Nuevo,2021,económico,Pareja,2,1,0,0,0,0,10
Año Nuevo,2021,económico,Pareja,2,1,0,0,0,0,10
Año Nuevo,2021,económico,Pareja,2,1,0,0,0,0,10
Año Nuevo,2021,económico,Pareja,2,1,0,0,0,0,10
Año Nuevo,2021,económico,Pareja,2,1,0,0,0,0,10
Año Nuevo,2021,económico,Pareja,2,1,0,0,0,0,10
Año Nuevo,2021,económico,Pareja,2,1,0,0,0,0,10
Año Nuevo,2021,económico,Pareja,2,1,0,0,0,0,10
Año Nuevo,2021,económico,Pareja,2,1,0,0,0,0,10
Año Nuevo,2021,económico,Pareja,2,1,0,0,0,0,10
Año Nuevo,2021,económico,Pareja,2,1,0,0,0,0,10
Año Nuevo,2021,económico,Pareja,2,1,0,0,0,0,10
Año Nuevo,2021,económico,Pareja,2,1,0,0,0,0,10
Año Nuevo,2021,económico,Pareja,2,1,0,0,0,0,10
Año Nuevo,2021,económico,Pareja,2,1,0,0,0,0,10
Año Nuevo,2021,económico,Pareja,2,1,0,0,0,0,10
Año Nuevo,2021,económico,Pareja,2,1,0,0,0,0,10
Año Nuevo,2021,económico,Pareja,2,1,0,0,0,0,10
Año Nuevo,2021,económico,Pareja,2,1,0,0,0,0,10
Año Nuevo,2021,económico,Pareja,2,1,0,0,0,0,10
Año Nuevo,2021,económico,Pareja,2,1,0,0,0,0,10
Año Nuevo,2021,económico,Pareja,2,1,0,0,0,0,10
Año Nuevo,2021,económico,Pareja,2,1,0,0,0,0,9
Año Nuevo,2021,económico,Solo,2,1,0,0,0,0,10
Año Nuevo,2021,económico,Solo,2,1,0,0,0,0,10
Año Nuevo,2021,económico,Solo,2,1,0,0,0,0,10
Año Nuevo,2021,económico,Solo,2,1,0,0,0,0,10
Año Nuevo,2021,económico,Solo,2,1,0,0,0,0,10
Año Nuevo,2021,económico,Solo,2,1,0,0,0,0,10
Año Nuevo,2021,económico,Solo,2,1,0,0,0,0,10
Año Nuevo,2021,económico,Solo,2,1,0,0,0,0,10
Año Nuevo,2021,económico,Solo,2,1,0,0,0,0,10
Año Nuevo,2021,económico,Solo,2,1,0,0,0,0,10
Año Nuevo,2021,económico,Solo,2,1,0,0,0,0,10
Año Nuevo,2021,económico,Solo,2,1,0,0,0,0,10
Año Nuevo,2021,económico,Solo,2,1,0,0,0,0,10
Año Nuevo,2021,económico,Solo,2,1,0,0,0,0,10
Año Nuevo,2021,económico,Solo,2,1,0,0,0,0,9
Año Nuevo,2021,precio-calidad,Familia,2,1,0,0,0,0,10
Año Nuevo,2021,precio-calidad,Familia,2,1,0,0,0,0,10
Año Nuevo,2021,precio-calidad,Familia,2,1,0,0,0,0,10
Año Nuevo,2021,precio-calidad,Familia,2,1,0,0,0,0,10
Año Nuevo,2021,precio-calidad,Familia,2,1,0,0,0,0,10
Año Nuevo,2021,precio-calidad,Familia,2,1,0,0,0,0,10
